2.120160000000000000e+11,5.696149889919998779e+11,5.696149889919998779e+11,3.101538461538461304e+11,9.059106441972791799e+03,8.164965809277260345e-01
1.792560000000000000e+11,4.800149889919999390e+11,4.800149889919999390e+11,2.584615384615384521e+11,1.010380458051020651e+04,8.164965809277260345e-01
1.217055000000000000e+11,3.232149889920000000e+11,3.232149889920000000e+11,1.680000000000000000e+11,5.534837698158164130e+03,8.164965809277260345e-01
9.691500000000000000e+10,2.560149889920000305e+11,2.560149889920000305e+11,1.292307692307692413e+11,4.838028023949615090e+03,8.164965809277260345e-01
8.860950000000000000e+10,2.336149889920000610e+11,2.336149889920000610e+11,1.163076923076923218e+11,4.368870154929706587e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061231689e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061214863e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061236236e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061219865e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061230779e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061219865e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.050752133061219865e+03,8.164965809277260345e-01
8.030400000000000000e+10,2.112149889920000610e+11,2.112149889920000610e+11,1.033846153846153870e+11,4.008748098977698646e+03,8.164965809277260345e-01
9.689400000000000000e+10,2.560149889920000000e+11,2.560149889920000000e+11,1.292307692307692261e+11,4.829141466501167997e+03,8.164965809277260345e-01
1.134840000000000000e+11,3.008149889919999390e+11,3.008149889919999390e+11,1.550769230769230652e+11,5.519887483061223975e+03,8.164965809277260345e-01
